APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
N,22796,34,0,1,V5N2X6,1,0,,76.45916667,4132.795,,,,0,0,0.083333333,3.75,0.75,0,0,0,3,0,1,D,970,390,1484,22101.03093,1642.307692
Y,22803,33,1,0,V3S8P1,1,1,192.5383333,1184.345833,2841.055833,1855.955,3422.519167,218104.7742,0,0,1.333333333,7.166666667,32.91666667,1.166666667,1.75,0,5.4,-2,-8,B,650,270,1153,38004.61539,2048.148148
N,22805,23,0,1,V3V1V4,1,0,,119.1283333,1285.795,10790.385,,,0,0,1.25,3.166666667,5.916666667,0,0,0,2.3,0,0,D,920,230,720,22284.78261,1159.090909
N,22809,65,1,0,V5Y1R7,1,0,415.7241667,,8745.455833,,0,42584.655,1,0,1.5,1.666666667,0.5,0.333333333,0.583333333,0,4.8,1,-1,C,640,300,1434,37010.9375,2517.391304
N,22811,42,0,0,V5B3T1,1,0,0,,66.8225,,0,90229.48833,0,0,0,0,0,0,0,0,4,0,0,C,760,350,1755,34123.68421,2748.93617
N,22816,39,1,0,V3Y2H8,1,0,,100.3966667,10566.83917,,,,0,0,1.5,0.5,5.5,0,0,0,2.7,-1,-1,D,7610,3030,12833,32986.72799,2277.022654
N,22820,39,0,1,V5R4M1,1,1,1163.505,0,1727.549167,16292.42167,,190390.3067,0,0,6.666666667,4.166666667,11,1.583333333,0,0,5,0,-2,A,940,350,1171,21682.97872,2254.761905
N,22822,33,1,0,V7L2X7,1,1,269.7225,27.31,390.3866667,9464.719167,,,0,0,1.166666667,19.08333333,68.58333333,6.083333333,0,0,4,0,-2,D,830,280,1368,27644.57831,4129.268293
Y,22823,41,1,0,V3V6G2,0,0,276.94,,793.7283333,,,186919.3567,0,0,1.666666667,0,0,0,0,0,3,0,-1,A,1130,350,1294,23838.93805,1812.820513
N,22831,34,0,1,V6K1V5,1,0,697.8875,,750.595,,,,0,0,0.166666667,16.83333333,17.5,0.666666667,0.083333333,0,2,0,0,D,690,360,1998,41042.02899,5904.878049
N,22834,31,0,1,V5H2P3,1,1,24.2675,17.7925,95.2725,,,,0,0,8.333333333,15.58333333,10.33333333,0.666666667,0,0.083333333,3,0,0,E,1920,,,44488.54167,8868.932039
Y,22838,25,1,0,V5Z1T8,1,1,2658.0225,1246.799167,5365.48,3870.022222,,,0,0,0.5,11.33333333,5.083333333,3.5,3.583333333,0,4.6,0,0,D,800,420,2200,41392.5,2741.666667
N,22839,26,1,0,V6G1W7,1,1,104.5366667,86.75916667,244.0033333,,1596.974167,,0,0,0.833333333,8.416666667,12.08333333,1.166666667,4.833333333,0,4,0,0,D,440,160,699,30829.54546,3364.285714
Y,22848,59,1,0,V3T3P4,1,1,3919.047,,11940.515,,,,0,0,0.3,5.3,0,0.4,2,0,1.8,2,,,740,220,789,24133.78378,1278.26087
N,22850,39,0,1,V3X1Z5,1,1,3542.138333,0.005,5335.46,,280.9275,,0,0,2.75,3.166666667,18.66666667,7.5,0,0,3.4,2,4,D,830,430,2655,41498.79518,4023.4375
Y,22852,34,1,0,V7L1S3,1,0,91.53,,175.025,,2728.001667,216549.2608,0,0,0.333333333,4,0.083333333,0.416666667,0.333333333,0,4,0,0,B,760,380,1453,35859.21053,3135.294118
N,22854,34,0,1,,1,0,,6.01,58.7175,,,,0,0,0,0,0,0,0,0,2,0,0,E,,,,,
N,22858,53,1,0,V4R2R4,0,0,,16.66666667,69.37416667,,,,0,0,0.083333333,0,0,0,0,0,2,0,0,E,5440,2200,9642,34775.55147,3232.051282
Y,22863,28,0,1,V6A4G8,0,0,0,0,40.6425,,8799.961667,,0,0,0,0,0,0.166666667,0,0,4,0,0,D,410,110,382,21000,3345.454546
N,22867,48,0,1,V2R5L3,1,0,2.125,0,71.0775,,110305.9558,,0,0,4.583333333,0.5,23.41666667,8.416666667,4.083333333,0,4,0,1,B,2700,890,3770,29513.33333,2806.060606
N,22868,44,1,0,V5P2V7,1,0,,751.1366667,1137.29,,,,0,0,3.75,0.333333333,1.916666667,0,0,0,2,0,-1,D,1010,460,1639,23400,2654.411765
N,22874,40,1,0,V3B6E7,1,1,936.7625,885.5885714,1506.063333,,,,0,0,3.25,8.833333333,38.25,2.166666667,4.333333333,0,2.7,1,1,D,900,330,1140,28360,1087.878788
N,22885,33,0,1,V3X3M1,1,0,3799.959167,0,3861.141667,37859.58667,,,0,0,0.5,3.333333333,9,5.5,0,0,4,0,0,B,480,370,1645,37479.16667,3207.407407
N,22896,39,1,0,V3W5Y4,1,0,16.11083333,0,80.28083333,,579.8066667,,0,0,0.583333333,11.25,22.16666667,2.25,4.416666667,0,4,0,0,D,590,150,409,22381.35593,1800
N,22899,49,0,1,V4C1W3,1,0,1153.285,,1733.665,,0,144373.6125,0,0,1.583333333,0,0,0,0,0,4,0,0,B,920,350,1507,29110.86957,1741.025641
Y,22902,33,0,1,V2V2V2,1,1,266.0325,64.7675,467.9133333,4346.22,,,0,0,0.333333333,12.25,10.83333333,0.333333333,8,0,3.5,-1,-2,D,630,230,928,30939.68254,2673.913044
Y,22903,40,1,0,V3E3P5,1,1,584.095,148.5625,785.3725,,,,0,0,0.916666667,4.75,32.58333333,4.166666667,3.333333333,0,3,0,0,D,13940,6000,29947,35419.65567,3462.994012
N,22913,52,1,0,V6Y2X1,0,0,,9649.325833,72176.39583,,,,0,0,1.25,0,0,0,0,0,3,0,-2,D,610,250,1463,31672.13115,6445.454546
N,22914,35,1,0,V5M1E5,1,1,393.0766667,23.725,473.925,,,,0,0,2.5,12.91666667,19.58333333,4.75,1.916666667,0,3,0,0,E,820,350,1439,25404.87805,2459.649123
N,22916,26,0,1,V2W1A2,1,0,382.7216667,,435.4291667,,,,0,0,1.25,8.916666667,50.41666667,2.166666667,0,0,2,0,0,D,120,250,1204,30683.33333,2933.333333
Y,22922,33,1,0,V3V5C8,1,0,2333.813,4181.732,3739.9475,,,,0,0,5.666666667,3.666666667,19.91666667,1.166666667,0,0,2.3,-1,0,D,850,240,696,22931.76471,1528
N,22928,55,0,1,V7E6N7,1,0,753.8841667,,812.2816667,,4200.750833,,0,0,8.166666667,16.66666667,5.5,2.5,0,0.166666667,3,0,-1,D,760,350,1687,35297.36842,2475
Y,22930,53,0,1,V3B3V8,1,0,1360.863333,,1487.583333,,,,0,0,0.833333333,0,0,1.75,1.333333333,0,2,0,0,D,700,270,942,28277.14286,1748.148148
N,22940,24,1,0,V3N2R6,1,0,6521.302,247.125,15981.52417,,,,0,0,0.666666667,2.083333333,3.083333333,0.75,0,0,3,0,0,D,960,,,23006.25,1621.621622
N,22947,31,1,0,V3W1K6,1,0,1513.2125,2.3725,1579.8025,,,,0,0,3.75,3.416666667,4.333333333,1.916666667,0,0,3,0,0,D,1060,230,886,18967.92453,1858.823529
Y,22956,37,0,1,V5B3K8,1,0,0,400.01,120.8608333,33120.65917,5117.970833,,0,0,0.583333333,3.916666667,0.5,0.083333333,0,0,4.2,1,1,B,730,300,1492,27890.41096,2982.051282
N,22960,30,0,1,,1,0,195.4116667,,248.6908333,,,,0,0,2.416666667,9.333333333,4.083333333,0.333333333,0,0,2,0,0,D,,,,,
N,22963,48,0,1,V6E1N9,1,0,903.9325,0,956.64,,,,0,0,1.416666667,6.75,19.58333333,5.25,3.166666667,0,3,0,1,D,530,230,985,32283.01887,1800
Y,22965,62,1,0,V3E2W8,1,0,5149.296667,427.8725,13008.625,2814.735,0,,0,0,3.416666667,1.083333333,13.91666667,5.333333333,2.083333333,0,6,0,0,D,13940,6000,29947,35419.65567,3462.994012
Y,22972,31,1,0,V7E4S9,1,0,342.2275,58.33333333,953.2683333,,,,0,0,3.916666667,8.333333333,19.33333333,3.416666667,5.416666667,0,3.6,1,1,D,730,300,1327,32324.65753,2505.714286
Y,22976,33,1,0,V2B4T7,1,0,406.2816667,1375.1975,24858.13667,,15811.94182,,1,0,0.25,1,0,0.166666667,0,0,5,0,3,D,540,180,691,25937.03704,1789.473684
N,22984,38,0,1,V4S1L4,1,0,4292.624167,0,13577.05667,,,183488.1717,0,0,1.583333333,0,0,0,0,0,5,0,0,A,2330,800,4178,30899.14163,3067.346939
Y,22985,31,1,0,V5L2J3,1,1,20150.14917,,20319.12167,11427.194,933.6191667,208912.9758,0,0,0.75,3.333333333,18.25,1.5,5.833333333,0,4.3,-1,1,A,1080,400,1549,23753.7037,2751.020408
Y,22986,36,1,0,V5L2J3,1,1,2583.406667,,2583.406667,,0,,0,0,0,4.666666667,18.5,0.75,5.416666667,0,2,0,0,D,1080,400,1549,23753.7037,2751.020408
Y,22991,37,1,0,V7E6G8,1,0,123.1125,731.9125,1073.731667,,,,0,0,1,1.333333333,0,0,0,0,3.2,1,1,D,710,300,1643,32036.61972,6086.111111
N,22993,32,0,1,V7L1L7,1,0,174.635,,237.7375,,,,0,0,6.416666667,0,0,0.166666667,0,0,2,0,1,E,1050,410,2120,35437.14286,2758.823529
N,22994,35,0,1,V5V4R7,0,0,,217.4683333,269.055,,,,0,0,6,0,0,0,0,0,2,0,0,E,940,410,1597,23661.70213,2684.745763
Y,22995,52,1,0,V5V1Z4,1,0,919.1341667,,971.1741667,,,,0,0,0.333333333,21.91666667,7.416666667,9.916666667,0,0,2,0,-1,E,700,320,1493,32880,2709.090909
Y,22996,33,1,0,V5L2B2,1,0,984.3708333,884.2866667,1920.6975,,,,0,0,1,11.25,27.75,3.833333333,0,0,3,0,0,D,780,240,828,21851.28205,2593.103448
N,22997,55,0,0,V3R8W7,0,0,,0,95917.57917,,,,0,0,0.166666667,0,0,0,0,0,3,0,-1,D,1020,310,1236,26838.23529,2420.408163
N,23004,42,1,0,V7G2J4,1,1,3706.095833,0,73659.86167,,0,,0,0,0.5,0,0,0,0,0.083333333,4.9,-1,-2,C,910,420,2332,42619.78022,2060
N,23007,54,0,1,,0,0,,0.55,23.37333333,,,,0,0,0,0,0,0,0,0,2,0,1,E,,,,,
Y,23008,36,1,0,V6K1L5,1,0,3113.180833,,3179.090833,,,,0,0,1,2.666666667,0.666666667,1.5,0,0,2,0,1,D,700,340,1753,38121.42857,3953.571429
Y,23015,37,0,1,V5P3S4,1,1,1898.669167,,8473.701667,762.9975,631.31125,,1,0,3.916666667,1.666666667,3.75,2.25,1.666666667,0,4,0,2,D,680,300,1372,25782.35294,3610.526316
Y,23017,46,1,0,V3M2G3,1,0,267.7341667,,337.9208333,3430.923333,32881.16083,123921.3075,0,0,1.916666667,13.5,35.08333333,10.58333333,2,0,4.9,1,4,B,1020,,,31328.43137,1968.571429
N,23019,67,0,1,V6R3A3,0,0,15.31,,166.21,,2774.1075,,0,0,5.916666667,0,0,0.75,0.166666667,0,3,0,0,D,570,260,1621,48482.45614,5173.809524
Y,23026,49,0,1,V3G1R5,1,0,5227.508333,,5287.971667,,7521.635,,1,0,1.583333333,0,1.416666667,0.166666667,0,0,2.2,1,3,D,9350,3630,17502,33861.06952,3897.393365
N,23038,64,1,0,V4P1A1,1,0,3863.4425,,9231.524167,,,,0,0,1.833333333,0,0,0.583333333,0,0,3,0,-1,D,380,130,847,41152.63158,6047.222222
N,23041,47,0,1,,1,0,105.5816667,377.2766667,294.22,,,,0,0,5.75,0.416666667,0.166666667,0.583333333,0,0,1.6,1,2,E,,,,,
N,23042,56,0,1,V5R4C6,1,0,1317.990833,1.629166667,9228.819167,,,,0,0,0.416666667,0,0,0.083333333,0,0,4,0,0,D,900,380,1381,23246.66667,1690.909091
Y,23048,31,1,0,V3S8A8,1,1,184.6341667,320.1608333,583.04,10769.28917,,202312.2375,0,0,9.333333333,6.583333333,43.16666667,0.333333333,0,0.166666667,5,0,-1,A,38210,14860,68798,34921.48652,3671.284352
Y,23050,27,0,1,V3W6K3,1,0,,2083.723333,2135.763333,,,,0,0,6.166666667,0.333333333,2.083333333,0,0,0,2,0,2,D,880,260,762,23784.09091,1320
N,23068,57,0,1,V5S3R3,1,0,630.8616667,,700.2941667,,,124401.0658,0,0,6.666666667,1.25,0.083333333,0.166666667,0.333333333,0,3,0,1,B,360,160,719,27372.22222,3317.857143
Y,23069,29,0,1,V3V5T5,1,1,412.005,,464.045,,,,0,0,0.416666667,9.666666667,17.08333333,0.5,9.666666667,0,2,0,1,D,310,60,213,20380.64516,0
N,23070,52,1,0,V5W2H9,1,0,508.1516667,,560.3566667,,,,0,0,2.5,0.166666667,3,0.25,0,0,2,0,0,D,580,260,1000,23312.06897,3367.5
Y,23071,67,0,0,V5C1W9,1,0,5542.354167,,5594.424167,,,,0,0,0.75,2.166666667,1,0.916666667,0,0,2,0,0,D,900,430,1934,32790,2707.017544
Y,23080,46,0,1,V5V1B5,0,0,,229.6316667,281.7616667,4249.271,,,0,0,1.083333333,0,0,0,0,0,3,0,1,E,640,270,1158,24410.9375,2431.25
Y,23087,61,0,1,V5J4C6,0,0,48.63583333,,101.0358333,819.7025,,,0,0,0.333333333,0,0,0,0,0,2.2,-1,-1,D,750,280,1198,25388,4018.867925
N,23088,32,1,0,V5R4C9,0,0,,374.59,426.6375,,,,0,0,0.416666667,0,0,0,0,0,2,0,0,E,830,340,1511,23291.56627,2839.655172
N,23093,38,0,1,V7L2Z4,1,0,392.1433333,0.855,521.255,,668.3508333,394678.835,0,0,0.333333333,9.583333333,2.333333333,0.166666667,5,0.083333333,5,0,0,A,840,290,1705,31386.90476,2728.888889
N,23094,64,0,0,V2S1G4,0,0,112.4541667,,171.1991667,,,109048.2042,0,0,3.916666667,0,0,0,0,0,3,0,0,B,890,250,807,25649.4382,2591.666667
Y,23095,33,0,1,V3V4N7,1,0,4710.551818,554.3058333,4996.3075,4886.8,0,168444.5525,1,0,5.25,7.666666667,0.333333333,3.75,0,0,5.3,-1,3,A,850,240,696,22931.76471,1528
Y,23101,26,1,0,V5K1W9,0,0,283.465,,335.5116667,,994.3333333,,0,0,0.5,0,0,0.833333333,0,0,3,0,0,D,570,260,1082,29796.49123,3588.235294
Y,23103,38,1,0,V3V4Y1,1,1,2079.115,4.29,3136.135,,,,0,0,3.5,2.5,3,0,0,0,4,,,,850,240,696,22931.76471,1528
N,23105,22,0,1,V3V2H6,1,0,334.7916667,860.2608333,1249.08,3225.735,,,0,0,1.166666667,19.58333333,33.75,0,3.5,0,3.4,1,1,D,750,250,962,26081.33333,1742.307692
Y,23106,49,0,1,V3B1A8,1,0,1335.404167,,2004.595,4500.5275,17.35083333,,0,0,1,2.916666667,9.75,0.083333333,0,0,4.5,-1,-1,D,250,90,300,28480,2108.333333
N,23110,29,0,0,V5P2M7,1,0,129.0975,,196.1525,,,,0,0,0,0,0,0,0,0,2,0,0,E,390,160,842,27107.69231,3166.666667
N,23112,52,0,1,V7N4L5,1,0,271.67,,335.4391667,,0.175,81996.60875,0,0,0.416666667,0,0,0,0,0,3.6,-1,-1,C,440,230,1592,60190.90909,9311.764706
N,23113,41,0,1,V7N1R2,1,0,1913.098333,,1998.855833,,,,0,0,0.083333333,0.5,0.25,0.25,0,0,2,0,0,D,570,290,1992,60761.40351,8195.454546
Y,23118,31,0,1,V3B3G5,1,1,2237.039167,413.0366667,2702.115833,,,,0,0,0.083333333,13.41666667,48,1.5,14.75,0,3,0,0,D,760,320,1213,35286.84211,1719.354839
N,23120,27,1,0,V5V3N8,1,0,1311.423333,1489.9875,2853.458333,,,,0,0,0.916666667,11.25,5.5,2.166666667,0,0,3,0,0,D,700,320,1493,32880,2709.090909
Y,23125,35,1,0,V7E6N5,1,0,7837.0125,,9139.135,,,89957.12,0,1,0.583333333,7.666666667,2.916666667,2.833333333,0,0,2.9,0,1,D,510,280,1241,38286.27451,4807.142857
N,23132,47,1,0,V3T1P3,1,1,4249.275833,71.04583333,4386.891667,,,,0,0,1.25,4.083333333,32.58333333,1.25,0.583333333,0,3,0,0,D,710,240,823,24218.30986,3388.372093
N,23135,25,1,0,V5L2R4,1,0,1521.066667,0,1582.674167,,,,0,0,2.583333333,12,12,2.5,0,0,3,0,0,D,730,320,1359,29589.0411,2903.703704
N,23145,41,0,1,V6B6M3,1,0,10910.26667,7325.9925,23288.49417,,,,0,0,2.083333333,9.833333333,48.25,1.666666667,6.416666667,0,4,0,0,D,200,90,560,45510,6236.363636
Y,23147,38,1,0,V5N2K7,1,0,86.36916667,,138.7466667,,3440.99,,1,0,0.083333333,0.333333333,0,0.333333333,0,0,2.3,1,2,D,880,320,1200,24770.45455,2147.619048
Y,23149,27,1,0,V8T1E1,1,0,196.3791667,1.16,1513.923333,,707.2283333,,0,0,1.666666667,5,15.16666667,2.666666667,2.5,0,4.1,-1,-1,D,100,40,142,30440,14533.33333
N,23153,48,1,0,V7V3L1,1,0,26377.19917,,28845.90583,,,,0,0,7,12.91666667,34.66666667,13.75,0,0.083333333,2.3,-1,0,D,280,130,1068,81453.57143,9308.333333
N,23154,43,1,0,V6J2K5,0,0,,250.02,20303.815,,,,0,0,0.166666667,0,0,0,0,0,3,0,0,D,620,330,1993,47858.06452,7302.380952
Y,23165,48,0,1,V3M6W9,1,1,232.4191667,,336.7708333,,,,0,0,3,7.333333333,19.41666667,0.083333333,0,0,2,0,1,E,170,260,988,24847.05882,2340
Y,23175,35,0,1,V5Y2B6,1,0,115.8833333,61.92083333,245.0041667,981.302,,,0,0,0.25,0.166666667,0,0,0.083333333,0,3.8,1,0,E,670,320,1766,40631.34328,4797.297297
Y,23179,25,1,0,V5T2X9,1,1,13112.8775,238.4916667,59720.98917,,,,0,0,1.25,10.75,9.916666667,2,0,0,4,0,-1,D,700,260,1131,28977.14286,2713.043478
Y,23187,45,1,0,V6E1V1,1,0,5.840833333,,59.30583333,,504.7183333,59597.54417,0,0,0.166666667,2.083333333,3.333333333,0.5,0,0,4,0,0,C,410,190,986,44324.39024,2600
Y,23189,40,0,1,V3C6B2,1,1,2534.1,10,6652.233333,34638.905,0,,0,0,2.25,5.333333333,30.41666667,4.75,2.916666667,0,5.5,0,0,C,1030,460,2221,39440.7767,3367.241379
Y,23198,40,0,1,V7L1X9,1,0,110.5641667,626.0725,798.27,7633.759167,,,0,0,0.75,6.083333333,24.41666667,2.333333333,5.5,0,4,0,0,D,580,280,1039,37436.2069,3022.222222
Y,23203,34,1,0,V5V2T5,0,0,,11.7225,65.19666667,,,,0,0,1.916666667,0,0,0,0,0,2,0,0,E,920,390,1465,28457.6087,4456.097561
Y,23211,34,0,1,V3V1S1,1,0,3968.7475,3403.510833,7449.298333,,1.89,,0,0,3,2.25,5.166666667,4.833333333,0,0,4,0,2,D,1130,350,1294,23838.93805,1812.820513
Y,23215,55,0,1,V5W3E1,1,1,3537.274167,,3589.329167,,,,0,0,4.833333333,6.833333333,0.833333333,6.75,0,0,2,0,0,D,900,390,2330,27944.44444,2866.666667
Y,23236,44,1,0,V1M3X3,1,1,1680.06,,1792.77,7901.635,0,,0,0,0.083333333,11,68.58333333,3.25,5.166666667,0,3.2,1,1,D,13750,5740,27944,37751.63636,3879.678363
N,23240,31,0,1,V2X5W4,1,0,3907.153333,978.4241667,9952.67,11857.24875,,198183.9642,0,0,1.5,5.25,19.08333333,1.416666667,8.166666667,0,4.8,1,3,C,580,90,342,29884.48276,2389.285714
N,23254,37,1,0,V3V6L5,0,0,,1824.434167,1877.179167,,,,0,0,1.083333333,0,0,0,0,0,2,0,0,D,1040,300,1174,21073.07692,2434.285714
N,23260,19,1,0,V2V6Z7,1,1,408.2341667,275.3541667,734.2708333,,,,0,0,0.083333333,4,31.25,1,0,0,3,0,0,E,860,340,1214,36248.83721,1786.206897
N,23265,37,1,0,V7L3C9,1,0,9.125,0,1392.9775,3941.378,0,,1,0,0.166666667,0,0,0,0,0,4.5,-1,1,D,620,320,1496,37377.41936,4210.810811
Y,23269,47,1,0,V6K1V8,1,0,,23.70833333,2409.0025,953.79,,,0,0,0,0.583333333,0,0,0,0,2.4,-2,-2,D,640,340,1530,34818.75,4593.939394
N,23272,24,0,1,V7C2N4,0,0,1919.671667,,1971.719167,,,,0,0,2.083333333,0,0,1.666666667,0,0,2,0,0,D,320,130,585,24759.375,4276.190476
Y,23274,24,0,1,V5K3S3,0,0,549.1466667,0,736.1766667,,,,0,0,0.583333333,21.16666667,0.166666667,1.416666667,0,0,3,0,0,D,90,40,219,36355.55556,7580
Y,23277,30,0,1,V6K2X5,1,1,1296.230833,107.9725,1456.243333,,0,,1,0,0.666666667,8.083333333,17.16666667,2.416666667,2.583333333,0,3.1,1,2,D,660,300,1645,40333.33333,4476.31579
N,23285,47,1,0,V2V4H9,1,0,551.9133333,,604.0066667,,,,0,0,0,2.166666667,0,1.333333333,0,0,2,0,0,D,430,,,25660.46512,4911.111111
Y,23288,47,1,0,V4A3H5,0,0,,2.199166667,54.26916667,1500,,,0,0,0.583333333,0,0,0,0,0,2.3,0,0,E,630,250,1406,39033.33333,4708.108108
Y,23301,38,1,0,V7N2K2,1,0,1044.758333,0,1096.805833,,91.66666667,,0,0,0,9.166666667,34,3,6.166666667,0,3.1,1,1,D,700,210,1421,38830,6162.790698
Y,23306,54,0,0,V2S3L5,1,0,,265.3,317.34,,,188823.637,0,1,0.25,1.583333333,0,0,0,0,3,0,1,E,530,230,621,29896.22642,3987.5
Y,23310,49,1,0,V5W1W5,1,0,96.6,,5318.1025,3652.871667,102.2366667,,0,0,0.333333333,3.583333333,4.166666667,0.583333333,0,0,4.4,-1,0,D,900,390,2330,27944.44444,2866.666667
Y,23316,50,0,1,V3R1N9,1,0,515.7766667,,4720.834167,2107.793636,,,0,0,1.25,16.75,37.08333333,1.5,0,0,3.8,-2,-2,D,700,320,1251,37424.28571,7739.393939
N,23318,56,1,0,V3B7V6,0,0,12263.86417,5006.596667,17323.59,,,120742.1,0,0,3.083333333,0,0,0.666666667,0,0,4,0,-1,B,640,250,861,31179.6875,1427.272727
Y,23320,54,0,1,V6K3E8,1,0,1461.465833,,1513.505833,,,,0,0,0.333333333,5.5,10,1.833333333,0,0,2,0,0,D,430,230,1191,39495.34884,5161.111111
N,23329,24,0,1,V3A5B9,1,0,2571.495,38.605,2662.1475,,,,0,0,0,10,71.83333333,3.333333333,6.833333333,0,3,0,0,D,320,90,383,26456.25,1841.666667
Y,23331,54,1,0,V3B2E4,1,0,,3110.283333,5160.965833,,,,0,0,4.75,0.833333333,0.333333333,0,0,0,2.3,1,1,D,610,240,866,29529.5082,2659.259259
Y,23332,26,0,0,V3B2E4,1,1,0,,15.1425,,7260.423333,148894.6633,0,0,5.416666667,1.666666667,7.416666667,1.5,0,0,3.9,1,0,A,610,240,866,29529.5082,2659.259259
N,23333,61,0,1,V2R2S3,1,1,2335.525,,2402.355,,,120678.7567,0,0,0.25,3,63.5,3.416666667,6.416666667,0,3,0,0,C,12070,4080,16395,28209.27921,3466.356589
N,23338,27,1,0,V3R4J8,1,0,818.415,34.275,1289.061667,,,,0,0,2.25,10.91666667,15,0.333333333,0,0,3,0,-5,D,1050,350,1297,28246.66667,1624.324324
N,23345,46,0,1,V7G2S3,1,0,,37.11916667,89.13666667,,,,0,0,0.166666667,0.25,0.166666667,0,0,0,2,0,0,E,910,420,2332,42619.78022,2060
N,23349,53,0,1,V3M6K4,1,0,1678.759167,,1729.441667,,,,0,0,0,0.583333333,8.583333333,0.833333333,0.333333333,0,2,0,0,D,820,,,40981.70732,3966.666667
Y,23360,56,1,0,V7W2J2,1,0,8860.156667,,82320.52417,3000,,,0,0,2.083333333,0,0,0.166666667,0,0,3.3,0,0,D,340,,,93214.70588,8364
Y,23365,29,0,1,V5R6B7,1,1,2012.758333,,4566.065833,5470.380833,,125114.62,0,1,0.75,0.833333333,0.5,0.166666667,0.75,0,3.3,1,1,D,930,380,1320,23292.47312,1497.727273
Y,23370,54,0,1,V6T1L4,0,0,,0.008888889,927.3091667,1242.01,,,0,0,0.25,0,0,0,0,0,2.1,-1,-1,D,11090,,,67859.60325,15139.31145
Y,23376,26,1,0,V3W2A3,1,1,15686.885,7345.06,42686.86333,,,,0,0,2.25,0.583333333,16.58333333,0.083333333,0.916666667,0,4,0,2,D,1580,470,1824,22446.20253,1540.350877
N,23379,43,0,1,V5A1C8,1,1,973.255,6.04,1038.255,,1784.911667,,0,0,0,9.666666667,5.5,9.75,5.416666667,0,4,0,0,D,640,330,1625,34203.125,7168.627451
N,23382,34,0,1,V3W1N4,1,0,556.34,47.7525,899.812,,,,0,0,5.4,3.8,20,3,3.2,0,3.4,,,,490,180,712,28628.57143,1758.823529
N,23386,31,1,0,V2P3L7,1,0,60.27583333,16.995,131.8908333,,,,0,0,5,39.41666667,48.75,0.833333333,4.166666667,0,3,0,1,E,620,210,705,27366.12903,2215.384615
Y,23391,53,1,0,V8R2Y9,1,0,3631.472222,4361.341667,8553.66,6000,,,0,0,1.166666667,3.416666667,1.083333333,1.5,2.083333333,0,3.5,1,2,D,510,190,714,27596.07843,3595.833333
Y,23393,19,1,0,V5Z4P1,1,1,2393.465833,,2398.668333,,,,0,0,4.833333333,1.166666667,2.75,1.083333333,0,0,2,0,-1,E,150,50,249,28773.33333,4700
N,23394,34,0,0,V3S8E1,1,0,2051.048333,0,7071.380833,,,183753.445,0,0,0.166666667,1.25,0.333333333,0,0,0,4.9,1,0,B,38210,14860,68798,34921.48652,3671.284352
N,23398,42,0,1,V5X1X3,0,0,625.8025,0.99,35884.08083,,,,0,0,0.833333333,0,0,0,0,0,3.1,-1,-1,B,790,190,659,27843.03798,6070.512821
Y,23432,35,0,1,V5E2J7,0,0,,848.8458333,4882.820833,2002.978333,,,0,0,0.583333333,0,0,0,0,0,2.7,-1,-2,D,620,,,38106.45161,5425
Y,23433,27,0,1,V5B2S6,1,0,840.1683333,249.0257143,1075.615833,25488.96,3913.7375,231594.8633,0,0,10.5,13.41666667,29.75,0.583333333,2.083333333,0,5.7,1,1,A,640,280,1237,27843.75,3814.583333
N,23441,32,1,0,V6H2M6,1,1,870.5141667,,922.5541667,,,,0,0,2.083333333,17.41666667,8.666666667,1.083333333,0.416666667,0,2,0,0,D,350,170,1296,44737.14286,32420
N,23443,39,0,1,V3W4Z9,0,0,,200.7675,252.8075,,,,0,0,0.083333333,0,0,0,0,0,2,0,0,D,580,160,525,23543.10345,2163.636364
Y,23458,30,1,0,V7L1G1,1,1,995.9341667,,1047.974167,,0,,0,0,0.166666667,8.333333333,10,0.5,1.166666667,0,3,0,1,E,1140,370,1644,28526.31579,3708.108108
Y,23468,32,0,1,V3R2C3,1,0,2836.0025,,2890.2475,10638.48583,,,0,0,0.333333333,11.25,27.58333333,0.166666667,4.333333333,0,3,0,0,C,570,190,568,30091.22807,2043.478261
N,23469,29,0,1,V3T1C7,0,1,6093.4575,,6152.4425,,,,0,0,0,0,0,2.5,0,0,2,0,0,D,680,290,914,26948.52941,2704.347826
Y,23475,44,0,1,V3V7T4,1,1,1890.544167,,1958.476667,,,184189.0125,0,0,5.583333333,0.916666667,16,2,0,0,3,0,0,C,950,280,1053,21815.78947,981.25
Y,23481,38,0,1,V5R1P7,1,0,,684.135,1736.175,13982.905,,,0,0,1.083333333,0.666666667,0.833333333,0,0,0,3.2,1,1,D,860,380,1412,23547.67442,2785.964912
N,23487,33,1,0,V3L5H6,0,0,91.42666667,,151.7766667,9356.655833,,,0,0,0.75,0,0,0,0,0,3,0,0,D,970,330,1580,30068.04124,2354.285714
N,23490,37,0,1,V5J3G7,1,1,,343.2083333,395.2483333,,,,0,0,0.75,6.333333333,8.5,0,0,0,2,0,0,D,260,120,616,32307.69231,3162.5
